area,area_label,area_full,co_prova,cor,pos_area,co_posicao,co_item,habilidade,tp_lingua,lingua_label,anulado,motivo_anulacao,gab,pct_acerto,A,B,C,p_modelo_theta0,dif_xtri,total,categoria,categoria_ordem,discriminacao
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,1,91,117652,H7,,,False,,D,30.43,2.67294,0.81134,0.11082,0.132552898969579,80.73356156697736,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,2,92,88062,H29,,,False,,D,47.32,2.72571,0.53409,0.22592,0.28602158196518246,64.84659717226315,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,3,93,89916,H28,,,False,,C,27.52,2.61875,1.03514,0.14955,0.15794412855729498,80.10163164377582,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,4,94,141609,H5,,,False,,D,20.46,1.93986,1.47354,0.11645,0.12324942687291435,84.82778725326057,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,5,95,76022,H21,,,False,,C,53.83,3.42122,0.81157,0.39932,0.4046270537578973,54.858741505736674,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,6,96,117869,H16,,,False,,B,67.14,1.40342,0.05691,0.18305,0.5638368349771099,39.85160572648786,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,7,97,141754,H11,,,False,,D,38.84,2.64721,0.62429,0.21123,0.256043825018284,69.76315137381155,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,8,98,97320,H10,,,False,,D,71.4,2.99967,-0.11059,0.20992,0.7134895743798733,28.633177665308235,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,9,99,44307,H28,,,False,,C,58.76,1.28277,-0.02368,0.08927,0.5563897276907595,43.268667700100636,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,10,100,97650,H25,,,False,,D,59.94,1.12876,-0.22105,0.20737,0.6864997114478144,34.39851875589206,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,11,101,78625,H22,,,False,,A,53.36,1.54378,0.98844,0.37883,0.4220136767467382,53.89311101146201,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,12,102,88181,H30,,,False,,E,56.14,0.66752,-0.13699,0.01141,0.5440478973232147,44.98788667399104,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,13,103,111667,H14,,,False,,A,30.18,0.76781,1.53685,0.05698,0.1687965550251186,78.46522392336729,3176917.0,Difícil,2,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,14,104,141710,H4,,,False,,A,62.61,2.40638,0.33454,0.35394,0.484995825952948,46.56177131305838,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,15,105,141577,H23,,,False,,E,27.45,2.32686,1.10209,0.14218,0.1530086451779484,80.44693806343335,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,16,106,86643,H3,,,False,,A,39.0,2.26264,1.03971,0.25705,0.27042293600348827,68.77250915977326,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,17,107,87450,H13,,,False,,E,43.8,1.67455,0.6282,0.18765,0.30404265635663963,64.90722733681842,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,18,108,60058,H3,,,False,,C,9.39,2.43322,2.00446,0.06758,0.06781366566910317,92.3056117315083,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,19,109,111737,H27,,,False,,E,34.81,2.02566,1.00774,0.21991,0.24344524935690273,71.99255879180132,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,20,110,87716,H22,,,False,,E,26.82,3.12069,1.04345,0.16952,0.1727821461927258,79.38216049747282,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,21,111,84440,H9,,,False,,B,16.61,2.86246,1.41211,0.10841,0.10933347257705135,87.07982428249166,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,22,112,85481,H19,,,False,,D,19.95,3.21881,1.26954,0.16281,0.16361428323443103,82.38257158976198,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,23,113,67752,H20,,,False,,B,12.53,2.88186,1.91093,0.11423,0.11430610934325555,88.18460289268839,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,24,114,141590,H1,,,False,,B,43.99,1.78046,0.59946,0.1569,0.27502084036884655,66.72714537602498,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,25,115,83614,H24,,,False,,C,32.0,0.91431,1.14394,0.07728,0.2106529405337383,75.10755886530701,3176917.0,Médio,1,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,26,116,117734,H28,,,False,,C,22.88,1.97245,1.25206,0.09695,0.1103132139605606,84.82164109256357,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,27,117,83213,H21,,,False,,D,25.04,2.98408,1.92485,0.18688,0.18692670894433103,79.08576391861848,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,28,118,76686,H18,,,False,,C,25.13,2.02857,1.75727,0.19989,0.2017533032376839,78.09053528955054,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,29,119,141522,H2,,,False,,B,31.73,1.31784,2.88051,0.29392,0.2950305631650741,69.71751339427018,3176917.0,Médio,1,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,30,120,141642,H6,,,False,,B,28.92,6.00319,2.4444,0.28583,0.2858300000104672,71.29904999931964,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,31,121,77992,H7,,,False,,B,15.01,3.07317,2.22434,0.09898,0.09898808860538291,88.31227424065011,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,32,122,141601,H23,,,False,,D,28.92,2.30161,1.64956,0.31542,0.3164956644391765,69.30578181145353,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,33,123,141774,H9,,,True,Previamente exposto,X,,,,,,,,Anulada,-1,-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,34,124,97091,H24,,,False,,B,21.18,1.71937,2.18313,0.18212,0.1835024950429766,80.65933782220651,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,35,125,96748,H25,,,True,Problema de convergência,B,,,,,,,,Anulada,-1,-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,36,126,61018,H20,,,False,,D,21.68,2.29917,1.62756,0.1603,0.16174752647914573,81.89841077885553,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,37,127,95445,H8,,,False,,C,26.64,4.85792,1.12172,0.19432,0.19439637557005357,78.04023558794653,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,38,128,97616,H17,,,False,,E,44.74,2.30747,0.51744,0.18422,0.2789429981190603,66.20970512226107,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,39,129,98246,H15,,,False,,A,46.63,1.19807,0.63661,0.13434,0.3202305433320172,62.86451468341888,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,40,130,141529,H5,,,False,,E,20.51,3.09565,1.79848,0.26323,0.26328712624635525,75.7078367939869,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,41,131,96328,H26,,,False,,E,11.83,3.42124,1.93027,0.06916,0.06917239348064262,91.36329442375823,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,42,132,141557,H1,,,True,Previamente exposto,X,,,,,,,,Anulada,-1,-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,43,133,86958,H17,,,False,,A,20.32,1.55647,2.09416,0.14181,0.14516269967012918,83.4524245214416,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,44,134,141671,H12,,,False,,B,30.89,3.50039,1.25217,0.25537,0.2558021706310098,72.56135890898436,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1483,AZUL,45,135,97292,H1,,,False,,A,15.14,2.79117,1.62585,0.11285,0.11324571048457742,87.34002881850247,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,1,91,76022,H21,,,False,,C,53.83,3.42122,0.81157,0.39932,0.4046270537578973,54.858741505736674,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,2,92,117869,H16,,,False,,B,67.14,1.40342,0.05691,0.18305,0.5638368349771099,39.85160572648786,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,3,93,141754,H11,,,False,,D,38.84,2.64721,0.62429,0.21123,0.256043825018284,69.76315137381155,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,4,94,97320,H10,,,False,,D,71.4,2.99967,-0.11059,0.20992,0.7134895743798733,28.633177665308235,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,5,95,44307,H28,,,False,,C,58.76,1.28277,-0.02368,0.08927,0.5563897276907595,43.268667700100636,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,6,96,97650,H25,,,False,,D,59.94,1.12876,-0.22105,0.20737,0.6864997114478144,34.39851875589206,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,7,97,78625,H22,,,False,,A,53.36,1.54378,0.98844,0.37883,0.4220136767467382,53.89311101146201,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,8,98,88181,H30,,,False,,E,56.14,0.66752,-0.13699,0.01141,0.5440478973232147,44.98788667399104,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,9,99,111667,H14,,,False,,A,30.18,0.76781,1.53685,0.05698,0.1687965550251186,78.46522392336729,3176917.0,Difícil,2,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,10,100,141710,H4,,,False,,A,62.61,2.40638,0.33454,0.35394,0.484995825952948,46.56177131305838,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,11,101,97292,H1,,,False,,A,15.14,2.79117,1.62585,0.11285,0.11324571048457742,87.34002881850247,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,12,102,87450,H13,,,False,,E,43.8,1.67455,0.6282,0.18765,0.30404265635663963,64.90722733681842,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,13,103,60058,H3,,,False,,C,9.39,2.43322,2.00446,0.06758,0.06781366566910317,92.3056117315083,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,14,104,67752,H20,,,False,,B,12.53,2.88186,1.91093,0.11423,0.11430610934325555,88.18460289268839,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,15,105,141590,H1,,,False,,B,43.99,1.78046,0.59946,0.1569,0.27502084036884655,66.72714537602498,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,16,106,83614,H24,,,False,,C,32.0,0.91431,1.14394,0.07728,0.2106529405337383,75.10755886530701,3176917.0,Médio,1,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,17,107,141577,H23,,,False,,E,27.45,2.32686,1.10209,0.14218,0.1530086451779484,80.44693806343335,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,18,108,86643,H3,,,False,,A,39.0,2.26264,1.03971,0.25705,0.27042293600348827,68.77250915977326,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,19,109,111737,H27,,,False,,E,34.81,2.02566,1.00774,0.21991,0.24344524935690273,71.99255879180132,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,20,110,87716,H22,,,False,,E,26.82,3.12069,1.04345,0.16952,0.1727821461927258,79.38216049747282,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,21,111,84440,H9,,,False,,B,16.61,2.86246,1.41211,0.10841,0.10933347257705135,87.07982428249166,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,22,112,85481,H19,,,False,,D,19.95,3.21881,1.26954,0.16281,0.16361428323443103,82.38257158976198,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,23,113,141529,H5,,,False,,E,20.51,3.09565,1.79848,0.26323,0.26328712624635525,75.7078367939869,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,24,114,96328,H26,,,False,,E,11.83,3.42124,1.93027,0.06916,0.06917239348064262,91.36329442375823,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,25,115,141557,H1,,,True,Previamente exposto,X,,,,,,,,Anulada,-1,-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,26,116,86958,H17,,,False,,A,20.32,1.55647,2.09416,0.14181,0.14516269967012918,83.4524245214416,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,27,117,141671,H12,,,False,,B,30.89,3.50039,1.25217,0.25537,0.2558021706310098,72.56135890898436,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,28,118,141642,H6,,,False,,B,28.92,6.00319,2.4444,0.28583,0.2858300000104672,71.29904999931964,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,29,119,77992,H7,,,False,,B,15.01,3.07317,2.22434,0.09898,0.09898808860538291,88.31227424065011,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,30,120,141601,H23,,,False,,D,28.92,2.30161,1.64956,0.31542,0.3164956644391765,69.30578181145353,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,31,121,141774,H9,,,True,Previamente exposto,X,,,,,,,,Anulada,-1,-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,32,122,117734,H28,,,False,,C,22.88,1.97245,1.25206,0.09695,0.1103132139605606,84.82164109256357,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,33,123,83213,H21,,,False,,D,25.04,2.98408,1.92485,0.18688,0.18692670894433103,79.08576391861848,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,34,124,76686,H18,,,False,,C,25.13,2.02857,1.75727,0.19989,0.2017533032376839,78.09053528955054,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,35,125,141522,H2,,,False,,B,31.73,1.31784,2.88051,0.29392,0.2950305631650741,69.71751339427018,3176917.0,Médio,1,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,36,126,97091,H24,,,False,,B,21.18,1.71937,2.18313,0.18212,0.1835024950429766,80.65933782220651,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,37,127,96748,H25,,,True,Problema de convergência,B,,,,,,,,Anulada,-1,-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,38,128,61018,H20,,,False,,D,21.68,2.29917,1.62756,0.1603,0.16174752647914573,81.89841077885553,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,39,129,95445,H8,,,False,,C,26.64,4.85792,1.12172,0.19432,0.19439637557005357,78.04023558794653,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,40,130,97616,H17,,,False,,E,44.74,2.30747,0.51744,0.18422,0.2789429981190603,66.20970512226107,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,41,131,98246,H15,,,False,,A,46.63,1.19807,0.63661,0.13434,0.3202305433320172,62.86451468341888,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,42,132,117652,H7,,,False,,D,30.43,2.67294,0.81134,0.11082,0.132552898969579,80.73356156697736,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,43,133,88062,H29,,,False,,D,47.32,2.72571,0.53409,0.22592,0.28602158196518246,64.84659717226315,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,44,134,89916,H28,,,False,,C,27.52,2.61875,1.03514,0.14955,0.15794412855729498,80.10163164377582,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1484,AMARELA,45,135,141609,H5,,,False,,D,20.46,1.93986,1.47354,0.11645,0.12324942687291435,84.82778725326057,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,1,91,111737,H27,,,False,,E,34.81,2.02566,1.00774,0.21991,0.24344524935690273,71.99255879180132,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,2,92,87716,H22,,,False,,E,26.82,3.12069,1.04345,0.16952,0.1727821461927258,79.38216049747282,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,3,93,84440,H9,,,False,,B,16.61,2.86246,1.41211,0.10841,0.10933347257705135,87.07982428249166,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,4,94,85481,H19,,,False,,D,19.95,3.21881,1.26954,0.16281,0.16361428323443103,82.38257158976198,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,5,95,87450,H13,,,False,,E,43.8,1.67455,0.6282,0.18765,0.30404265635663963,64.90722733681842,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,6,96,60058,H3,,,False,,C,9.39,2.43322,2.00446,0.06758,0.06781366566910317,92.3056117315083,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,7,97,117652,H7,,,False,,D,30.43,2.67294,0.81134,0.11082,0.132552898969579,80.73356156697736,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,8,98,88062,H29,,,False,,D,47.32,2.72571,0.53409,0.22592,0.28602158196518246,64.84659717226315,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,9,99,89916,H28,,,False,,C,27.52,2.61875,1.03514,0.14955,0.15794412855729498,80.10163164377582,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,10,100,141609,H5,,,False,,D,20.46,1.93986,1.47354,0.11645,0.12324942687291435,84.82778725326057,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,11,101,76022,H21,,,False,,C,53.83,3.42122,0.81157,0.39932,0.4046270537578973,54.858741505736674,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,12,102,117869,H16,,,False,,B,67.14,1.40342,0.05691,0.18305,0.5638368349771099,39.85160572648786,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,13,103,141754,H11,,,False,,D,38.84,2.64721,0.62429,0.21123,0.256043825018284,69.76315137381155,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,14,104,97320,H10,,,False,,D,71.4,2.99967,-0.11059,0.20992,0.7134895743798733,28.633177665308235,3176917.0,Fácil,0,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,15,105,141577,H23,,,False,,E,27.45,2.32686,1.10209,0.14218,0.1530086451779484,80.44693806343335,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,16,106,86643,H3,,,False,,A,39.0,2.26264,1.03971,0.25705,0.27042293600348827,68.77250915977326,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,17,107,44307,H28,,,False,,C,58.76,1.28277,-0.02368,0.08927,0.5563897276907595,43.268667700100636,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,18,108,97650,H25,,,False,,D,59.94,1.12876,-0.22105,0.20737,0.6864997114478144,34.39851875589206,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,19,109,78625,H22,,,False,,A,53.36,1.54378,0.98844,0.37883,0.4220136767467382,53.89311101146201,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,20,110,88181,H30,,,False,,E,56.14,0.66752,-0.13699,0.01141,0.5440478973232147,44.98788667399104,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,21,111,111667,H14,,,False,,A,30.18,0.76781,1.53685,0.05698,0.1687965550251186,78.46522392336729,3176917.0,Difícil,2,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,22,112,141710,H4,,,False,,A,62.61,2.40638,0.33454,0.35394,0.484995825952948,46.56177131305838,3176917.0,Fácil,0,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,23,113,97292,H1,,,False,,A,15.14,2.79117,1.62585,0.11285,0.11324571048457742,87.34002881850247,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,24,114,67752,H20,,,False,,B,12.53,2.88186,1.91093,0.11423,0.11430610934325555,88.18460289268839,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,25,115,141590,H1,,,False,,B,43.99,1.78046,0.59946,0.1569,0.27502084036884655,66.72714537602498,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,26,116,83614,H24,,,False,,C,32.0,0.91431,1.14394,0.07728,0.2106529405337383,75.10755886530701,3176917.0,Médio,1,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,27,117,117734,H28,,,False,,C,22.88,1.97245,1.25206,0.09695,0.1103132139605606,84.82164109256357,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,28,118,83213,H21,,,False,,D,25.04,2.98408,1.92485,0.18688,0.18692670894433103,79.08576391861848,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,29,119,76686,H18,,,False,,C,25.13,2.02857,1.75727,0.19989,0.2017533032376839,78.09053528955054,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,30,120,141522,H2,,,False,,B,31.73,1.31784,2.88051,0.29392,0.2950305631650741,69.71751339427018,3176917.0,Médio,1,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,31,121,95445,H8,,,False,,C,26.64,4.85792,1.12172,0.19432,0.19439637557005357,78.04023558794653,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,32,122,97616,H17,,,False,,E,44.74,2.30747,0.51744,0.18422,0.2789429981190603,66.20970512226107,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,33,123,98246,H15,,,False,,A,46.63,1.19807,0.63661,0.13434,0.3202305433320172,62.86451468341888,3176917.0,Fácil,0,A-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,34,124,86958,H17,,,False,,A,20.32,1.55647,2.09416,0.14181,0.14516269967012918,83.4524245214416,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,35,125,141671,H12,,,False,,B,30.89,3.50039,1.25217,0.25537,0.2558021706310098,72.56135890898436,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,36,126,97091,H24,,,False,,B,21.18,1.71937,2.18313,0.18212,0.1835024950429766,80.65933782220651,3176917.0,Difícil,2,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,37,127,96748,H25,,,True,Problema de convergência,B,,,,,,,,Anulada,-1,-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,38,128,61018,H20,,,False,,D,21.68,2.29917,1.62756,0.1603,0.16174752647914573,81.89841077885553,3176917.0,Muito difícil,3,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,39,129,141642,H6,,,False,,B,28.92,6.00319,2.4444,0.28583,0.2858300000104672,71.29904999931964,3176917.0,Médio,1,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,40,130,77992,H7,,,False,,B,15.01,3.07317,2.22434,0.09898,0.09898808860538291,88.31227424065011,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,41,131,141601,H23,,,False,,D,28.92,2.30161,1.64956,0.31542,0.3164956644391765,69.30578181145353,3176917.0,Médio,1,A
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,42,132,141774,H9,,,True,Previamente exposto,X,,,,,,,,Anulada,-1,-
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,43,133,141529,H5,,,False,,E,20.51,3.09565,1.79848,0.26323,0.26328712624635525,75.7078367939869,3176917.0,Difícil,2,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,44,134,96328,H26,,,False,,E,11.83,3.42124,1.93027,0.06916,0.06917239348064262,91.36329442375823,3176917.0,Muito difícil,3,A+
CN,Natureza,Ciências da Natureza e suas Tecnologias,1485,VERDE,45,135,141557,H1,,,True,Previamente exposto,X,,,,,,,,Anulada,-1,-
